strokeID, isCompGenerated, lineID, time, x, y, groupID
0, false, 0.871652, 8432, 698, 538, 0
0, false, 0.871652, 8445, 702, 543, 0
0, false, 0.871652, 8451, 705, 547, 0
0, false, 0.871652, 8461, 707, 551, 0
0, false, 0.871652, 8471, 712, 557, 0
0, false, 0.871652, 8481, 716, 562, 0
0, false, 0.871652, 8490, 719, 567, 0
0, false, 0.871652, 8503, 720, 570, 0
0, false, 0.871652, 8514, 721, 572, 0
0, false, 0.871652, 8520, 722, 574, 0
0, false, 0.871652, 8530, 722, 577, 0
0, false, 0.871652, 8540, 723, 581, 0
0, false, 0.871652, 8550, 724, 586, 0
0, false, 0.871652, 8560, 725, 590, 0
0, false, 0.871652, 8570, 725, 592, 0
0, false, 0.871652, 8582, 725, 596, 0
0, false, 0.871652, 8593, 725, 598, 0
0, false, 0.871652, 8601, 724, 600, 0
0, false, 0.871652, 8610, 724, 601, 0
0, false, 0.871652, 8621, 722, 605, 0
0, false, 0.871652, 8631, 720, 610, 0
0, false, 0.871652, 8640, 718, 616, 0
0, false, 0.871652, 8651, 715, 620, 0
0, false, 0.871652, 8660, 711, 623, 0
0, false, 0.871652, 8669, 710, 626, 0
0, false, 0.871652, 8679, 709, 628, 0
0, false, 0.871652, 8692, 707, 630, 0
0, false, 0.871652, 8701, 705, 632, 0
0, false, 0.871652, 8709, 702, 634, 0
0, false, 0.871652, 8719, 699, 638, 0
0, false, 0.871652, 8729, 697, 641, 0
0, false, 0.871652, 8739, 693, 644, 0
0, false, 0.871652, 8751, 688, 648, 0
0, false, 0.871652, 8759, 685, 651, 0
0, false, 0.871652, 8769, 684, 653, 0
0, false, 0.871652, 8780, 682, 656, 0
0, false, 0.871652, 8789, 680, 657, 0
0, false, 0.871652, 8799, 676, 660, 0
0, false, 0.871652, 8808, 672, 661, 0
0, false, 0.871652, 8818, 669, 662, 0
0, false, 0.871652, 8828, 663, 665, 0
0, false, 0.871652, 8839, 661, 665, 0
0, false, 0.871652, 8848, 658, 666, 0
0, false, 0.871652, 8859, 654, 668, 0
0, false, 0.871652, 8870, 649, 669, 0
0, false, 0.871652, 8877, 645, 670, 0
0, false, 0.871652, 8887, 640, 671, 0
0, false, 0.871652, 8899, 637, 671, 0
0, false, 0.871652, 8907, 634, 671, 0
0, false, 0.871652, 8917, 632, 671, 0
0, false, 0.871652, 8927, 631, 671, 0
0, false, 0.871652, 8938, 628, 672, 0
0, false, 0.871652, 8949, 625, 672, 0
0, false, 0.871652, 8959, 621, 672, 0
0, false, 0.871652, 8968, 618, 672, 0
0, false, 0.871652, 8976, 614, 672, 0
0, false, 0.871652, 8987, 612, 672, 0
0, false, 0.871652, 9001, 609, 672, 0
0, false, 0.871652, 9007, 608, 672, 0
0, false, 0.871652, 9017, 605, 672, 0
0, false, 0.871652, 9026, 605, 671, 0
0, false, 0.871652, 9036, 604, 671, 0
0, false, 0.871652, 9046, 603, 671, 0
0, false, 0.871652, 9056, 602, 671, 0
0, false, 0.871652, 9069, 601, 671, 0
0, false, 0.871652, 9075, 600, 671, 0
0, false, 0.871652, 9086, 599, 671, 0
0, false, 0.871652, 9098, 597, 671, 0
0, false, 0.871652, 9105, 595, 671, 0
0, false, 0.871652, 9117, 594, 671, 0
0, false, 0.871652, 9126, 592, 671, 0
0, false, 0.871652, 9141, 591, 671, 0
0, false, 0.871652, 9145, 590, 671, 0
0, false, 0.871652, 9155, 589, 671, 0
0, false, 0.871652, 9165, 588, 671, 0
0, false, 0.871652, 9175, 587, 671, 0
0, false, 0.871652, 9187, 586, 671, 0
0, false, 0.871652, 9210, 585, 671, 0
0, false, 0.871652, 9225, 585, 671, 0
0, false, 0.871652, 9249, 583, 671, 0
0, false, 0.871652, 9254, 582, 671, 0
0, false, 0.871652, 9294, 582, 671, 0
1, false, 0.15085006, 27066, 0, 135, 0
1, false, 0.15085006, 27096, 0, 135, 0
2, false, 0.37717152, 27543, 4, 151, 0
2, false, 0.37717152, 27574, 0, 158, 0
2, false, 0.37717152, 27622, 0, 157, 0
2, false, 0.37717152, 27651, 3, 155, 0
2, false, 0.37717152, 27664, 5, 152, 0
2, false, 0.37717152, 27675, 8, 149, 0
2, false, 0.37717152, 27681, 9, 145, 0
2, false, 0.37717152, 27691, 10, 143, 0
2, false, 0.37717152, 27707, 11, 142, 0
2, false, 0.37717152, 27712, 12, 141, 0
2, false, 0.37717152, 27721, 12, 140, 0
2, false, 0.37717152, 27731, 13, 138, 0
2, false, 0.37717152, 27773, 14, 141, 0
2, false, 0.37717152, 27780, 14, 145, 0
2, false, 0.37717152, 27800, 10, 152, 0
2, false, 0.37717152, 27820, 0, 160, 0
2, false, 0.37717152, 27899, 0, 160, 0
3, false, 0.6335734, 30284, 22, 169, 0
3, false, 0.6335734, 30295, 13, 177, 0
3, false, 0.6335734, 30316, 0, 185, 0
3, false, 0.6335734, 30393, 4, 176, 0
3, false, 0.6335734, 30404, 5, 173, 0
3, false, 0.6335734, 30413, 8, 171, 0
3, false, 0.6335734, 30424, 11, 168, 0
3, false, 0.6335734, 30447, 17, 161, 0
3, false, 0.6335734, 30449, 22, 156, 0
3, false, 0.6335734, 30452, 26, 151, 0
3, false, 0.6335734, 30462, 31, 146, 0
3, false, 0.6335734, 30478, 31, 146, 0
3, false, 0.6335734, 30482, 34, 145, 0
3, false, 0.6335734, 30493, 34, 145, 0
3, false, 0.6335734, 30504, 34, 143, 0
3, false, 0.6335734, 30532, 34, 145, 0
3, false, 0.6335734, 30543, 34, 145, 0
3, false, 0.6335734, 30553, 30, 150, 0
3, false, 0.6335734, 30563, 22, 159, 0
3, false, 0.6335734, 30572, 0, 177, 0
3, false, 0.6335734, 30592, 0, 186, 0
3, false, 0.6335734, 30651, 0, 177, 0
3, false, 0.6335734, 30671, 4, 168, 0
3, false, 0.6335734, 30682, 5, 168, 0
3, false, 0.6335734, 30694, 12, 163, 0
3, false, 0.6335734, 30701, 21, 154, 0
3, false, 0.6335734, 30710, 27, 149, 0
3, false, 0.6335734, 30721, 34, 145, 0
3, false, 0.6335734, 30732, 38, 141, 0
3, false, 0.6335734, 30740, 40, 137, 0
3, false, 0.6335734, 30750, 41, 137, 0
3, false, 0.6335734, 30760, 42, 136, 0
3, false, 0.6335734, 30777, 43, 134, 0
3, false, 0.6335734, 30783, 44, 134, 0
3, false, 0.6335734, 30820, 44, 135, 0
3, false, 0.6335734, 30831, 42, 139, 0
3, false, 0.6335734, 30840, 35, 145, 0
3, false, 0.6335734, 30850, 31, 151, 0
3, false, 0.6335734, 30860, 22, 162, 0
3, false, 0.6335734, 30873, 13, 172, 0
3, false, 0.6335734, 30879, 1, 178, 0
3, false, 0.6335734, 30939, 5, 178, 0
3, false, 0.6335734, 30949, 7, 176, 0
3, false, 0.6335734, 30959, 11, 171, 0
3, false, 0.6335734, 30969, 16, 167, 0
3, false, 0.6335734, 30979, 23, 160, 0
3, false, 0.6335734, 30991, 31, 153, 0
3, false, 0.6335734, 30999, 36, 147, 0
3, false, 0.6335734, 31009, 40, 143, 0
3, false, 0.6335734, 31019, 41, 141, 0
3, false, 0.6335734, 31028, 45, 138, 0
3, false, 0.6335734, 31041, 47, 137, 0
3, false, 0.6335734, 31049, 48, 134, 0
3, false, 0.6335734, 31059, 48, 133, 0
3, false, 0.6335734, 31098, 48, 134, 0
3, false, 0.6335734, 31108, 43, 140, 0
3, false, 0.6335734, 31118, 35, 146, 0
3, false, 0.6335734, 31127, 22, 159, 0
3, false, 0.6335734, 31138, 0, 174, 0
3, false, 0.6335734, 31167, 0, 182, 0
3, false, 0.6335734, 31227, 0, 165, 0
3, false, 0.6335734, 31247, 3, 161, 0
3, false, 0.6335734, 31256, 4, 160, 0
3, false, 0.6335734, 31267, 8, 156, 0
3, false, 0.6335734, 31277, 14, 150, 0
3, false, 0.6335734, 31287, 21, 143, 0
3, false, 0.6335734, 31297, 25, 140, 0
3, false, 0.6335734, 31311, 27, 138, 0
3, false, 0.6335734, 31316, 29, 137, 0
3, false, 0.6335734, 31326, 31, 135, 0
3, false, 0.6335734, 31336, 31, 134, 0
3, false, 0.6335734, 31367, 31, 135, 0
3, false, 0.6335734, 31387, 29, 137, 0
3, false, 0.6335734, 31393, 14, 150, 0
3, false, 0.6335734, 31404, 0, 163, 0
3, false, 0.6335734, 31418, 0, 176, 0
3, false, 0.6335734, 31486, 0, 160, 0
3, false, 0.6335734, 31508, 0, 154, 0
3, false, 0.6335734, 31516, 3, 152, 0
3, false, 0.6335734, 31529, 7, 149, 0
3, false, 0.6335734, 31536, 13, 142, 0
3, false, 0.6335734, 31546, 17, 140, 0
3, false, 0.6335734, 31559, 18, 138, 0
3, false, 0.6335734, 31566, 20, 137, 0
3, false, 0.6335734, 31577, 21, 136, 0
3, false, 0.6335734, 31586, 22, 134, 0
3, false, 0.6335734, 31625, 17, 142, 0
3, false, 0.6335734, 31635, 7, 151, 0
3, false, 0.6335734, 31648, 0, 158, 0
3, false, 0.6335734, 31734, 0, 148, 0
3, false, 0.6335734, 31744, 2, 146, 0
3, false, 0.6335734, 31756, 5, 145, 0
3, false, 0.6335734, 31769, 10, 141, 0
3, false, 0.6335734, 31774, 13, 137, 0
3, false, 0.6335734, 31784, 16, 136, 0
3, false, 0.6335734, 31794, 17, 133, 0
3, false, 0.6335734, 31804, 17, 133, 0
3, false, 0.6335734, 31814, 18, 133, 0
3, false, 0.6335734, 31825, 19, 132, 0
3, false, 0.6335734, 31864, 12, 137, 0
3, false, 0.6335734, 31873, 0, 147, 0
3, false, 0.6335734, 31963, 5, 142, 0
3, false, 0.6335734, 31975, 8, 140, 0
3, false, 0.6335734, 31983, 11, 137, 0
3, false, 0.6335734, 31992, 14, 134, 0
3, false, 0.6335734, 32005, 17, 132, 0
3, false, 0.6335734, 32012, 18, 131, 0
3, false, 0.6335734, 32022, 19, 130, 0
3, false, 0.6335734, 32033, 19, 129, 0
3, false, 0.6335734, 32082, 7, 139, 0
3, false, 0.6335734, 32093, 0, 146, 0
3, false, 0.6335734, 32171, 4, 140, 0
3, false, 0.6335734, 32181, 5, 138, 0
3, false, 0.6335734, 32192, 7, 137, 0
3, false, 0.6335734, 32203, 10, 134, 0
3, false, 0.6335734, 32211, 13, 132, 0
3, false, 0.6335734, 32221, 16, 129, 0
3, false, 0.6335734, 32233, 18, 128, 0
3, false, 0.6335734, 32241, 20, 127, 0
3, false, 0.6335734, 32251, 21, 125, 0
3, false, 0.6335734, 32264, 22, 124, 0
3, false, 0.6335734, 32271, 22, 124, 0
3, false, 0.6335734, 32310, 7, 128, 0
3, false, 0.6335734, 32323, 0, 133, 0
3, false, 0.6335734, 32439, 0, 120, 0
3, false, 0.6335734, 32618, 0, 110, 0
3, false, 0.6335734, 32648, 5, 105, 0
3, false, 0.6335734, 32728, 0, 115, 0
3, false, 0.6335734, 32809, 0, 103, 0
3, false, 0.6335734, 32997, 5, 102, 0
3, false, 0.6335734, 33010, 7, 102, 0
3, false, 0.6335734, 33026, 8, 102, 0
3, false, 0.6335734, 33046, 8, 103, 0
3, false, 0.6335734, 33059, 9, 105, 0
3, false, 0.6335734, 33067, 11, 107, 0
3, false, 0.6335734, 33076, 11, 115, 0
3, false, 0.6335734, 33086, 7, 124, 0
3, false, 0.6335734, 33105, 1, 137, 0
3, false, 0.6335734, 33185, 7, 137, 0
3, false, 0.6335734, 33195, 8, 137, 0
3, false, 0.6335734, 33206, 10, 137, 0
3, false, 0.6335734, 33216, 12, 136, 0
3, false, 0.6335734, 33225, 13, 135, 0
3, false, 0.6335734, 33254, 13, 136, 0
3, false, 0.6335734, 33265, 12, 143, 0
3, false, 0.6335734, 33276, 8, 152, 0
3, false, 0.6335734, 33304, 0, 163, 0
3, false, 0.6335734, 33355, 5, 160, 0
3, false, 0.6335734, 33364, 7, 159, 0
3, false, 0.6335734, 33374, 11, 154, 0
3, false, 0.6335734, 33384, 19, 148, 0
3, false, 0.6335734, 33394, 25, 143, 0
3, false, 0.6335734, 33405, 31, 140, 0
3, false, 0.6335734, 33415, 35, 137, 0
3, false, 0.6335734, 33426, 38, 136, 0
3, false, 0.6335734, 33434, 40, 134, 0
3, false, 0.6335734, 33443, 41, 134, 0
3, false, 0.6335734, 33465, 42, 133, 0
3, false, 0.6335734, 33476, 42, 134, 0
3, false, 0.6335734, 33494, 41, 136, 0
3, false, 0.6335734, 33503, 40, 138, 0
3, false, 0.6335734, 33514, 33, 146, 0
3, false, 0.6335734, 33523, 30, 151, 0
3, false, 0.6335734, 33534, 22, 160, 0
3, false, 0.6335734, 33543, 17, 165, 0
3, false, 0.6335734, 33554, 9, 172, 0
3, false, 0.6335734, 33605, 8, 174, 0
3, false, 0.6335734, 33612, 8, 173, 0
3, false, 0.6335734, 33625, 13, 171, 0
3, false, 0.6335734, 33633, 19, 165, 0
3, false, 0.6335734, 33642, 27, 160, 0
3, false, 0.6335734, 33652, 35, 154, 0
3, false, 0.6335734, 33662, 41, 150, 0
3, false, 0.6335734, 33672, 49, 143, 0
3, false, 0.6335734, 33682, 54, 139, 0
3, false, 0.6335734, 33692, 58, 137, 0
3, false, 0.6335734, 33703, 62, 135, 0
3, false, 0.6335734, 33712, 63, 134, 0
3, false, 0.6335734, 33722, 65, 134, 0
3, false, 0.6335734, 33737, 66, 133, 0
3, false, 0.6335734, 33741, 66, 133, 0
3, false, 0.6335734, 33751, 68, 132, 0
3, false, 0.6335734, 33771, 67, 133, 0
3, false, 0.6335734, 33782, 68, 134, 0
3, false, 0.6335734, 33791, 65, 138, 0
3, false, 0.6335734, 33802, 59, 145, 0
3, false, 0.6335734, 33811, 51, 154, 0
3, false, 0.6335734, 33822, 42, 163, 0
3, false, 0.6335734, 33834, 34, 171, 0
3, false, 0.6335734, 33841, 21, 181, 0
3, false, 0.6335734, 33852, 3, 192, 0
3, false, 0.6335734, 33861, 0, 200, 0
3, false, 0.6335734, 33951, 0, 193, 0
3, false, 0.6335734, 33960, 2, 190, 0
3, false, 0.6335734, 33971, 9, 185, 0
3, false, 0.6335734, 33982, 22, 176, 0
3, false, 0.6335734, 33993, 36, 168, 0
3, false, 0.6335734, 34001, 48, 159, 0
3, false, 0.6335734, 34010, 57, 151, 0
3, false, 0.6335734, 34020, 65, 143, 0
3, false, 0.6335734, 34032, 76, 137, 0
3, false, 0.6335734, 34043, 85, 130, 0
3, false, 0.6335734, 34051, 93, 125, 0
3, false, 0.6335734, 34060, 98, 121, 0
3, false, 0.6335734, 34073, 105, 117, 0
3, false, 0.6335734, 34081, 110, 115, 0
3, false, 0.6335734, 34091, 114, 112, 0
3, false, 0.6335734, 34110, 115, 111, 0
3, false, 0.6335734, 34111, 115, 111, 0
3, false, 0.6335734, 34120, 116, 111, 0
3, false, 0.6335734, 34159, 115, 112, 0
3, false, 0.6335734, 34169, 110, 116, 0
3, false, 0.6335734, 34179, 102, 121, 0
3, false, 0.6335734, 34192, 89, 130, 0
3, false, 0.6335734, 34200, 76, 140, 0
3, false, 0.6335734, 34209, 66, 146, 0
3, false, 0.6335734, 34219, 58, 152, 0
3, false, 0.6335734, 34231, 37, 165, 0
3, false, 0.6335734, 34238, 22, 174, 0
3, false, 0.6335734, 34250, 4, 186, 0
3, false, 0.6335734, 34259, 0, 198, 0
3, false, 0.6335734, 34295, 0, 198, 0
4, false, 0.070227206, 34448, 44, 148, 0
4, false, 0.070227206, 34459, 54, 140, 0
4, false, 0.070227206, 34471, 66, 130, 0
4, false, 0.070227206, 34477, 75, 124, 0
4, false, 0.070227206, 34487, 83, 119, 0
4, false, 0.070227206, 34504, 88, 115, 0
4, false, 0.070227206, 34508, 91, 112, 0
4, false, 0.070227206, 34518, 93, 111, 0
4, false, 0.070227206, 34527, 94, 110, 0
4, false, 0.070227206, 34539, 96, 109, 0
4, false, 0.070227206, 34548, 97, 109, 0
4, false, 0.070227206, 34577, 96, 110, 0
4, false, 0.070227206, 34588, 92, 112, 0
4, false, 0.070227206, 34596, 83, 120, 0
4, false, 0.070227206, 34606, 71, 128, 0
4, false, 0.070227206, 34616, 58, 139, 0
4, false, 0.070227206, 34626, 43, 150, 0
4, false, 0.070227206, 34639, 35, 156, 0
4, false, 0.070227206, 34647, 8, 173, 0
4, false, 0.070227206, 34659, 0, 181, 0
4, false, 0.070227206, 34737, 0, 176, 0
4, false, 0.070227206, 34747, 4, 173, 0
4, false, 0.070227206, 34757, 11, 168, 0
4, false, 0.070227206, 34767, 18, 163, 0
4, false, 0.070227206, 34782, 28, 156, 0
4, false, 0.070227206, 34786, 38, 146, 0
4, false, 0.070227206, 34796, 45, 141, 0
4, false, 0.070227206, 34808, 54, 137, 0
4, false, 0.070227206, 34817, 58, 132, 0
4, false, 0.070227206, 34826, 62, 128, 0
4, false, 0.070227206, 34836, 66, 124, 0
4, false, 0.070227206, 34846, 70, 122, 0
4, false, 0.070227206, 34856, 71, 121, 0
4, false, 0.070227206, 34867, 72, 120, 0
4, false, 0.070227206, 34876, 73, 120, 0
4, false, 0.070227206, 34915, 72, 120, 0
4, false, 0.070227206, 34925, 68, 122, 0
4, false, 0.070227206, 34935, 60, 128, 0
4, false, 0.070227206, 34945, 43, 143, 0
4, false, 0.070227206, 34958, 26, 154, 0
4, false, 0.070227206, 34969, 0, 177, 0
4, false, 0.070227206, 35015, 0, 177, 0
5, false, 0.72032833, 35184, 62, 125, 0
5, false, 0.72032833, 35194, 72, 120, 0
5, false, 0.72032833, 35210, 78, 115, 0
5, false, 0.72032833, 35214, 84, 111, 0
5, false, 0.72032833, 35224, 88, 110, 0
5, false, 0.72032833, 35235, 91, 108, 0
5, false, 0.72032833, 35244, 93, 106, 0
5, false, 0.72032833, 35254, 94, 107, 0
5, false, 0.72032833, 35293, 93, 108, 0
5, false, 0.72032833, 35305, 87, 115, 0
5, false, 0.72032833, 35313, 74, 129, 0
5, false, 0.72032833, 35327, 62, 142, 0
5, false, 0.72032833, 35344, 49, 154, 0
5, false, 0.72032833, 35345, 17, 177, 0
5, false, 0.72032833, 35355, 0, 193, 0
5, false, 0.72032833, 35370, 0, 211, 0
5, false, 0.72032833, 35393, 0, 211, 0
6, false, 0.004312992, 35632, 52, 148, 0
6, false, 0.004312992, 35643, 58, 142, 0
6, false, 0.004312992, 35652, 62, 139, 0
6, false, 0.004312992, 35661, 65, 137, 0
6, false, 0.004312992, 35673, 69, 134, 0
6, false, 0.004312992, 35682, 70, 133, 0
6, false, 0.004312992, 35691, 71, 131, 0
6, false, 0.004312992, 35704, 72, 131, 0
6, false, 0.004312992, 35750, 71, 133, 0
6, false, 0.004312992, 35760, 65, 141, 0
6, false, 0.004312992, 35770, 58, 147, 0
6, false, 0.004312992, 35782, 49, 157, 0
6, false, 0.004312992, 35791, 40, 168, 0
6, false, 0.004312992, 35801, 34, 177, 0
6, false, 0.004312992, 35810, 16, 191, 0
6, false, 0.004312992, 35820, 0, 208, 0
6, false, 0.004312992, 35840, 0, 226, 0
6, false, 0.004312992, 36009, 0, 209, 0
6, false, 0.004312992, 36019, 4, 204, 0
6, false, 0.004312992, 36030, 7, 202, 0
6, false, 0.004312992, 36043, 14, 196, 0
6, false, 0.004312992, 36050, 19, 191, 0
6, false, 0.004312992, 36060, 30, 183, 0
6, false, 0.004312992, 36073, 37, 177, 0
6, false, 0.004312992, 36079, 44, 171, 0
6, false, 0.004312992, 36092, 49, 167, 0
6, false, 0.004312992, 36104, 56, 162, 0
6, false, 0.004312992, 36109, 60, 158, 0
6, false, 0.004312992, 36119, 63, 154, 0
6, false, 0.004312992, 36130, 67, 150, 0
6, false, 0.004312992, 36139, 70, 145, 0
6, false, 0.004312992, 36158, 72, 142, 0
6, false, 0.004312992, 36162, 74, 141, 0
6, false, 0.004312992, 36170, 77, 138, 0
6, false, 0.004312992, 36179, 79, 137, 0
6, false, 0.004312992, 36189, 80, 135, 0
6, false, 0.004312992, 36201, 81, 134, 0
6, false, 0.004312992, 36210, 83, 132, 0
6, false, 0.004312992, 36220, 85, 131, 0
6, false, 0.004312992, 36229, 85, 129, 0
6, false, 0.004312992, 36239, 86, 128, 0
6, false, 0.004312992, 36249, 87, 128, 0
6, false, 0.004312992, 36260, 89, 127, 0
6, false, 0.004312992, 36278, 90, 125, 0
6, false, 0.004312992, 36288, 91, 124, 0
6, false, 0.004312992, 36299, 93, 123, 0
6, false, 0.004312992, 36308, 94, 122, 0
6, false, 0.004312992, 36319, 96, 120, 0
6, false, 0.004312992, 36333, 97, 118, 0
6, false, 0.004312992, 36338, 98, 116, 0
6, false, 0.004312992, 36349, 100, 114, 0
6, false, 0.004312992, 36360, 102, 112, 0
6, false, 0.004312992, 36368, 106, 110, 0
6, false, 0.004312992, 36377, 110, 106, 0
6, false, 0.004312992, 36388, 114, 102, 0
6, false, 0.004312992, 36398, 116, 99, 0
6, false, 0.004312992, 36407, 119, 97, 0
6, false, 0.004312992, 36418, 120, 94, 0
6, false, 0.004312992, 36427, 122, 92, 0
6, false, 0.004312992, 36439, 124, 88, 0
6, false, 0.004312992, 36449, 125, 88, 0
6, false, 0.004312992, 36460, 127, 87, 0
6, false, 0.004312992, 36472, 128, 85, 0
6, false, 0.004312992, 36477, 128, 84, 0
6, false, 0.004312992, 36497, 129, 83, 0
6, false, 0.004312992, 36517, 130, 82, 0
6, false, 0.004312992, 36537, 130, 83, 0
6, false, 0.004312992, 36556, 129, 85, 0
6, false, 0.004312992, 36567, 128, 88, 0
6, false, 0.004312992, 36576, 124, 93, 0
6, false, 0.004312992, 36587, 120, 97, 0
6, false, 0.004312992, 36596, 114, 105, 0
6, false, 0.004312992, 36606, 106, 111, 0
6, false, 0.004312992, 36616, 94, 123, 0
6, false, 0.004312992, 36626, 87, 132, 0
6, false, 0.004312992, 36637, 77, 142, 0
6, false, 0.004312992, 36645, 65, 154, 0
6, false, 0.004312992, 36656, 56, 165, 0
6, false, 0.004312992, 36666, 45, 174, 0
6, false, 0.004312992, 36675, 35, 186, 0
6, false, 0.004312992, 36685, 22, 197, 0
6, false, 0.004312992, 36698, 0, 216, 0
6, false, 0.004312992, 36705, 0, 227, 0
6, false, 0.004312992, 36733, 0, 242, 0
6, false, 0.004312992, 36745, 0, 242, 0
7, false, 0.042883158, 39340, 1696, 205, 0
7, false, 0.042883158, 39350, 1692, 205, 0
7, false, 0.042883158, 39360, 1689, 203, 0
7, false, 0.042883158, 39371, 1687, 202, 0
7, false, 0.042883158, 39380, 1685, 201, 0
7, false, 0.042883158, 39390, 1683, 200, 0
7, false, 0.042883158, 39403, 1680, 197, 0
7, false, 0.042883158, 39410, 1677, 194, 0
7, false, 0.042883158, 39422, 1671, 189, 0
7, false, 0.042883158, 39438, 1667, 185, 0
7, false, 0.042883158, 39440, 1663, 183, 0
7, false, 0.042883158, 39450, 1660, 181, 0
7, false, 0.042883158, 39464, 1657, 178, 0
7, false, 0.042883158, 39470, 1656, 178, 0
7, false, 0.042883158, 39479, 1654, 177, 0
7, false, 0.042883158, 39490, 1652, 176, 0
7, false, 0.042883158, 39501, 1649, 174, 0
7, false, 0.042883158, 39510, 1645, 171, 0
7, false, 0.042883158, 39537, 1642, 168, 0
7, false, 0.042883158, 39540, 1638, 165, 0
7, false, 0.042883158, 39541, 1634, 162, 0
7, false, 0.042883158, 39558, 1631, 160, 0
7, false, 0.042883158, 39567, 1629, 159, 0
7, false, 0.042883158, 39571, 1626, 156, 0
7, false, 0.042883158, 39579, 1623, 155, 0
7, false, 0.042883158, 39590, 1620, 152, 0
7, false, 0.042883158, 39599, 1617, 151, 0
7, false, 0.042883158, 39613, 1614, 150, 0
7, false, 0.042883158, 39625, 1611, 148, 0
7, false, 0.042883158, 39630, 1607, 146, 0
7, false, 0.042883158, 39639, 1604, 143, 0
7, false, 0.042883158, 39653, 1601, 141, 0
7, false, 0.042883158, 39665, 1600, 138, 0
7, false, 0.042883158, 39678, 1597, 137, 0
7, false, 0.042883158, 39679, 1597, 137, 0
7, false, 0.042883158, 39688, 1595, 134, 0
7, false, 0.042883158, 39698, 1593, 133, 0
7, false, 0.042883158, 39711, 1592, 132, 0
7, false, 0.042883158, 39718, 1591, 131, 0
7, false, 0.042883158, 39728, 1590, 130, 0
7, false, 0.042883158, 39740, 1590, 129, 0
7, false, 0.042883158, 39748, 1588, 128, 0
7, false, 0.042883158, 39758, 1587, 128, 0
7, false, 0.042883158, 39837, 1590, 130, 0
7, false, 0.042883158, 39847, 1594, 134, 0
7, false, 0.042883158, 39857, 1599, 137, 0
7, false, 0.042883158, 39869, 1603, 141, 0
7, false, 0.042883158, 39876, 1608, 145, 0
7, false, 0.042883158, 39889, 1622, 155, 0
7, false, 0.042883158, 39899, 1627, 159, 0
7, false, 0.042883158, 39908, 1634, 163, 0
7, false, 0.042883158, 39922, 1643, 170, 0
7, false, 0.042883158, 39928, 1653, 176, 0
7, false, 0.042883158, 39966, 1657, 180, 0
7, false, 0.042883158, 39967, 1682, 194, 0
7, false, 0.042883158, 39984, 1690, 196, 0
7, false, 0.042883158, 40116, 1694, 196, 0
7, false, 0.042883158, 40139, 1690, 194, 0
7, false, 0.042883158, 40191, 1687, 190, 0
7, false, 0.042883158, 40216, 1654, 159, 0
7, false, 0.042883158, 40218, 1644, 146, 0
7, false, 0.042883158, 40225, 1640, 140, 0
7, false, 0.042883158, 40237, 1637, 136, 0
7, false, 0.042883158, 40244, 1634, 134, 0
7, false, 0.042883158, 40254, 1634, 132, 0
7, false, 0.042883158, 40269, 1632, 131, 0
7, false, 0.042883158, 40274, 1631, 130, 0
7, false, 0.042883158, 40288, 1631, 129, 0
7, false, 0.042883158, 40314, 1632, 130, 0
7, false, 0.042883158, 40324, 1634, 130, 0
7, false, 0.042883158, 40343, 1645, 136, 0
7, false, 0.042883158, 40344, 1651, 137, 0
7, false, 0.042883158, 40354, 1654, 140, 0
